publishDate,網址,附議數量,content,權責機關,協辦單位,協辦單位2
2016-11-01 16:13:19,https://join.gov.tw/idea/detail/4976d838-b980-4022-8f52-261fee637d39,59,請公開政府特(約)聘僱管理考核制度，落實不適任人員解聘，確保公帑有效使用政府於立院同意之編制外，大量使用特約聘人員，考量公共政策推動品質與效率及公帑有效使用不浪費之基本原則，應比照高普考，建立同等效力之篩選機制及事先建立退場機制，且應落實不適任者不續聘之作為，並定時公開實際特約聘人員數量、經費花費及經費來源，避免約聘僱制度成為酬庸捷徑，形同浪費公帑。推動全民監督特約聘僱機制及其運作效益，避免不適任特約聘僱人員持續任用或成為酬庸捷徑，浪費大量公帑。,行政院人事行政總處,,
2016-11-02 01:43:34,https://join.gov.tw/idea/detail/886afa8e-c675-408c-8556-47b6b3194824,11,"中低收入戶或高風險家庭,於生產後父親或母親可免費結紮,並領取子女教育補助金數萬元  
中低收入戶如何脫貧?如何培養出更好的下一代? 
這是值得思考的問題 
眼見有許多高收入與中產階級僅僅生育一胎兩胎, 
這些人應該多多獎勵生育 
但是若家境清寒卻生養一堆孩子,只是造成教養困難 
令人感嘆:養不起為何生這麼多? 
但這些弱勢家庭,當妻子媽媽的,有時並沒有拒絕老公的權利,老公或自己都不避孕 
也只能傻傻的生 
  
社會儘管有許多補助和支援 
但是過多需要補助的孩子只是造成國力的衰微 
因此不如給予適當的節育 
待經濟好轉  他們可再自費解開  有能力了就再多生幾個 
因為人權因素無法強制規定結紮  因此只能用優生獎勵的方式 
願意免費結紮者  再獎勵數萬元的子女教育補助(一次為限) 
  
  
長期下來  會比補助一個孩子到十八歲的費用節省  讓社福經費更有效運用 
  
還可防止某些無工作的低收入戶只想靠子女補助金過日子  
  
 1.增加國家競爭力 
2.提升中低收入戶孩子養育品質 
3.節省社福支出 
4協助中低收入戶脫貧",衛生福利部,,
2016-11-02 09:30:06,https://join.gov.tw/idea/detail/ca02c723-9e7e-4d83-b30c-2478a50eb57b,6,"馬路糾紛因喇叭而起,希望強制汽車安裝友善喇叭很多人不喜歡被按喇叭 
又超多人喜歡按喇叭 
被人按喇叭,相信多數人第一個感覺是 ....  叭 什咪小......... 朋友啦 . 
火氣就上來了,接下來..什麼事都可以發生 .. 
  
希望政府可以強制車商安裝友善喇叭, 有時候只要提醒路人,或者友善超車 等等 ..  可以有悅耳一點的喇叭聲可以選擇...減少很多糾紛案件及警察法院付擔的社會成本",交通部,,
2016-11-02 10:46:54,https://join.gov.tw/idea/detail/0f995a26-feaa-4068-8aa1-ae3b20b36ac9,24,"當行人的灯號為綠灯時,車行的各方都為紅灯,落實行人優先的交通規範.  
台灣汽機車駕駛人對於禮讓行人(行人優先)的觀念跟方法尚有待加強. 
  
建議紅綠灯採四方通行的方法,當行人的灯號為綠灯時,車行的各方都為紅灯,落實行人優先的交通規範. 
   
2015年9月3日,一位推著嬰兒車的韓國媽媽在文林路,德行路口的行人斑馬線上,遭未禮讓行人的車拉扯拖行跌倒,隨後被公車輾過. 
  
2010年4月9號,前南非大使陸以正在忠孝東路216巷的斑馬線上,遭未禮讓行人的車撞上. 
  
台灣民眾對於紅灯號誌辨識度很高,也有高度遵守,但是對於行人優先的辨識度相對較低.如果行人號誌為綠灯時,各方車行號誌都為紅灯,應可減少汽機車不禮讓行人的情況. 
 ",交通部,,
2016-11-02 13:45:37,https://join.gov.tw/idea/detail/8fc5b0a1-5f0f-4c23-b592-b3a28c3a3619,146,廢除縣市及直轄市議員出席議會開議可以領取出席費與交通費依據「地方民意代表費用支給及村里長事務補助費補助條例」第4條第1項第1、2款規定，縣市及直轄市議員於議會開議期間可以領取出席費與交通費各1000元合計2000元，筆者認為很不合理。因為議員原本就有平時就有薪水和油料交通費補助了，身為議員出席議會開議審預算、法案、問政質詢乃是職責所在也是義務，根本不須要再發給出席費與交通費了，建議廢除。初估全國議員約900人，若以一個會議20日計算，人民就需付出約3600萬元的納稅金在供給這些地方民代出席費與交通費，這還不包含臨時會，因此若能確實廢除，必然對國家財政有所助益。,內政部,,
2016-11-02 14:57:58,https://join.gov.tw/idea/detail/3704b69e-39c7-4ecd-b70a-cebedbdf7cc6,683,"教師節學校放假一天教師節9/28學校放假一天長久以來，老師們任勞任怨～ 
眾所皆知，5/1勞動節..全國勞工得放假一天，給予慰勞其辛勞！ 
而含辛茹苦教育著下一代的老師們，卻不能在9/28教師節放假！？今年還說9/28不是教師節？ 
建議9/28教師節，教師放假一天！ 
如此，可以端正視聽，確認9/28為教師節！ 
給予教師們尊嚴！合理的對待！並真正落實「尊師重道」的優良文化！",內政部,教育部,行政院人事行政總處
2016-11-02 15:11:48,https://join.gov.tw/idea/detail/6a2205a5-48ac-4096-9cce-85916332063d,8,"勞工紓困貸款請更全面的幫助窮勞工每年勞工紓困貸款(最高10萬),雖然幫助許多勞工應急,但其實還有非常多需要幫助的勞工無法申請,原因出在資格須滿15年的年資,我真的想請問?年資15年以下的勞工都沒有面臨失業,生活困頓,急需救助的問題嗎?難道不能更全面照顧勞工,譬如設級距,滿15年申請10萬,滿10年申請8萬之類的作法呢?生活困苦,賺不到錢,大家都想活下去,誰都不願意丟臉去跟親戚朋友低頭借貸,甚至看人臉色,請相關單位彈性調整一下,其實非不得已,也不會有人會去申請這一筆,年資不夠的人,生活有困難了,真的還有辦法活下去,把年資繳滿,幾年後有資格有需要再來申請嗎?相關單位請趕快處理一下吧!又要到年底了,或許還來得及幫到許多人喔...更彈性更全面的幫助勞工紓困",勞動部,,
2016-11-02 17:19:43,https://join.gov.tw/idea/detail/df79afe5-cafa-477c-b01d-84d547137a82,115,"強力呼籲K他命改列為第二級毒品強力呼籲K他命改列為第二級毒品！ 
根據現行「毒品危害防制條例」規定，除非持有的K他命純質達20公克以上，否則持有或施用三、四級毒品者，僅處1萬元以上、5萬元以下罰鍰，以及接受4小時以上、8小時以下毒品危害講習，這樣的罰則根本不痛不癢，也無法達到遏止K他命吸食的功效，如提升到二級毒品，刑責為3年以下有期徒刑，才能真正達到遏止K他命吸食的成效。K他命對人體的危害，相信大家都很清楚了，K他命的成癮性高，長期使用K他命會產生耐受性及心理依賴性，不易戒除，且會引致多種後遺症，造成腦部及身體許多器官的損害，包括心搏過速、血壓升高、劇烈腹痛（K痙攣）、幻覺、惡夢、解離感、無理行為及胡言亂語，也會導致腦部病變及認知功能障礙，特別是智力與記憶力變差，我們常說一個人吃壞了，可能就是拉K過度所造成的。 
除此之外，K他命更大的危害是造成膀胱的萎縮，新聞常可看到妙齡少女因為長期拉K的關係，膀胱縮小，嚴重時，5-10分鐘就要去一次廁所，最終可能需要長期使用尿袋或人工膀胱，或者要包尿布出門，什麼事也沒辦法好好做，生不如死，變成廢物。政府雖然不斷的宣導，「拉K一時，尿布一世。」但是只是呼呼口號根本沒屁用，只有嚴刑峻法才有成效。 
先前雖然有舉行過「K他命改列第二級毒品可行性」公聽會，針對三級毒品K他命是否要改列二級進行討論，立委認為須加重刑責，但法務部卻表示，改列二級毒品後，監獄將人滿為患，並且拿過去將安非他命列為二級毒品來看，也沒減少吸安數量這種爛理由來搪塞。這根本是邏輯上的本末倒置，今天K他命之所以吸食的人這麼多，就是因為K他命的罰則不痛不癢，才導致K他命在校園中氾濫，結果法務部倒果為因，還拿安非他命來救援，其實癥結點就是因為怕監獄塞不下吧！問題是，你今天怕監獄人滿為患，然後放任一堆青少年在校園內、公園裡、KTV等場域恣意拉K或抽K菸，這樣不對吧！今天我們願意納稅，願意將自己的兒女送去學校受義務教育，就是因為相信我們的國家，但是今天連一個法務部的回應都這麼官僚，只想推諉責任，完全不去思索K他命氾濫對台灣社會的危害，這樣要我們如何去信任這個國家？如何去信任這個政府？眼睜睜看著台灣年輕人的未來葬送掉。 
是故，在此鄭重呼籲，K他命應改列為第二級毒品，希望大家能夠一起來連署支持，謝謝大家。 
 ",法務部,,
2016-11-02 22:18:33,https://join.gov.tw/idea/detail/7e48355d-9173-4ffc-82b3-29f5d12fa23f,62,請法務部依法行政，立即執行己定讞之死刑！請法務部依法行政，立即執行己定讞之死刑！恢復人民對公權力的信心！遏止不法之徒的僥倖心態！,法務部,,
2016-11-02 22:20:10,https://join.gov.tw/idea/detail/f75d739f-c4fa-4d82-abd1-40cf64d80e7b,6,"車輛載具實施定位，可供警察監察機關調閱應在車輛載具安裝定位服務以供警察、EMS (Emergency Medical Service)等機關調閱，定位資料包括車主個人資料及手機號碼等 
建議實施辦法： 
在車輛檢查時，由檢查機構安裝有效提高辦案/急救服務的效率",交通部,,
2016-11-02 23:02:16,https://join.gov.tw/idea/detail/8092e306-c453-4105-a5ff-405fffb89ba0,7,"廢除國道高乘載建議廢除國道高乘載。高乘載措施是一個沒科學驗證的想法。一條道路的吞吐量有限，為防止塞車，最好的方法就是分散車潮，也就是讓用路人隨機地上國道。高乘載規定在某時段內只有特定的人可上路，使一部分人在特定時間內一起上國道，而另一部分人為避開高乘載時段，尤其是在高乘載時段的前後一小時內上國道，造成""一窩蜂""的現象，使國道的吞吐量無法負荷，不塞車也難。況且規定三人以下的用路人，在某時段不能使用國道本就違反基本人權。畢竟人人都有繳稅，為何只能在部分時段才可利用國道? 
交通部若要堅持高乘載，請提出科學數據，說明高乘載有利於解決國道塞車問題。讓所有用路人可隨時使用國道。",交通部,,
2016-11-02 23:52:25,https://join.gov.tw/idea/detail/7b8df1d0-7437-401f-8759-42b72d7e8c1e,128,"汽車前檔玻璃限制只能貼穿透率高於70%的隔熱紙 現行法規中並沒有對汽車貼隔熱紙有所限制, 許多用路人都覺得開車需要隱密性所以貼了透光率極差的汽車隔熱紙. 因為透光度不夠所以又去改大燈或者行車時故意開啟遠燈及霧燈來保持視線良好, 但是這也就會造成其他用路人的困擾, 開啟大燈或霧燈會嚴重干擾前方駕駛並容易發生事故. 
現在美國及日本都有針對汽車的隔熱紙做出規定, 前擋一律不能貼隔熱紙確保視線良好. 
考慮到公眾安全, 應該直接限制上游供應商禁止將低透光度的隔熱紙貼在前擋風玻璃及前方左右車窗. 
 針對汽車隔熱紙的廠商來說, 是沒有影響的, 隔熱紙基本上都有隔絕UV及IR光, 所以大部分的車主還是會貼隔熱紙, 只是不能貼 較低穿透率的隔熱紙而已. 
對車主而言, 張貼穿透率較高的隔熱紙後, 不需要去修改燈具或開遠燈霧燈就可以獲得良好的視線. 
對其他用路人而言, 不會因為燈具太亮無法看清楚路況導致發生事故. 
  
 ",交通部,,
2016-11-03 15:18:37,https://join.gov.tw/idea/detail/858f58f0-990b-4e25-9490-75c8391ffd24,7,"治安誠可貴，生命價更高。請警政署明文訂定『禁止員警在市區、巷弄及人車聚集處追緝駕車逃逸者』1.建請警政署明文訂定『禁止員警在市區、巷弄及人車聚集處追緝駕車逃逸者』 
2.目前內政部警政署訂頒之取締酒後駕車作業程序第五點注意事項第(六)之6規定「對於單純交通違規攔檢不停之車輛，應依規定逕行舉發或記錄其車號與時、地及其他資料，通知前方崗哨攔車處理，除有乘載重要案犯或顯有犯罪嫌疑，或為贓車者外，不可尾追，以免駕駛人驚慌失控，發生交通事故等意外，造成民眾生命財產的損失」 
3.前揭取締酒後駕車作業程序雖已針對一般交通違規攔檢不停之車輛，有明文不可尾追之規定，惟第一線執法人員常基於執勤的熱忱以及績效目標的達成，錯估交通環境的優劣情勢，不僅使自身陷入追車的風險當中，同時也將周圍的用路人置於極大的生命、身體、財產的危險當中。 
4.有鑑於我國地理、人口環境的特性，以及考量公共安全的前提下，我國並不適合市區道路、狹小巷弄間的警匪追逐。況且治安任務的達成，並非只有追逐逃犯此一方式而已，行政機關應隨著外在環境的變遷，主動積極的適應變化，必要時更應基於專業知識，向公眾宣導正確的良政，而非一昧只為績效達成，將基層員警及一般用路人視為達成目的的工具。 
5.近來，針對聚眾鬥毆事件成立了『快打部隊』，在治安的落實以及問題發生的迅速控制，均獲得社會大眾的肯定與支持。而長久以來，警匪追逐所造成的公共安全及員警與逃犯的人身安危亦備受社會大眾的重視，昨日11/2又發生員警追逐酒駕逃犯而撞車受重傷的事件，此時正逢社會風氣激昂的高點，正好符合推行此項顧及公眾安全及員警個人安危的政策之最佳時點。1.由於我國市區道路狹窄，加上人口密集，警匪追逐的活動很容易造成公共安全上的重大危險，易生人員的重大傷亡。明訂禁止員警在市區、巷弄及人車聚集處追緝駕車逃逸者。可大幅降低公安疑慮，同時維護執法人員的個人安全。 
2.雖然酒駕行為本身就對道路使用者產生一定的危險，但員警追緝酒駕逃逸者，顯然更容易讓酒駕者為了避免被逮捕，而在不能安全駕駛的情況下高速行駛，同時在急迫且緊張的情況下，常容易疏忽公眾的安危，甚至是無視用路人的生命、身體之安全，更易於造成重大社會安全的危害，故明訂上揭規定，顯可解決長久以來警匪追逐所造成的公共安全問題，在現在民氣可用之下，必定可獲得社會大眾的讚賞與肯定。 
3.訂定此項規則可能使犯罪的查緝上更添困難，但衡酌道路安全與執法人員個人安危的考量，禁止追車的規定顯然比抽象的治安改善更具立即性的成效。再者，針對聚眾鬥毆事件既能成立即時性支援的『快打部隊』，以因應臨時性的特殊事件，那麼針對逃犯的圍捕，基於上述道路安全與執法人員安危之考量，更應另行訂定較符合比例原則的犯罪查緝流程，甚至跨轄區的圍捕支援等，以較符合社會期待的方式來改善治安，而非犧牲公眾與執法人員的安危來換取表面的治安假象。",內政部,,
2016-11-03 21:03:46,https://join.gov.tw/idea/detail/0f8948c8-fed3-43e0-a44f-f37dfb695be8,20,"讓學生參與:勞動檢查越多人參與勞動檢查,更能防止廠商買通特定人物 
除了增加檢查人力,也可以讓準備入職場的學生能為自己把關 
  
 使社會資源流動更快,不會只有特定人物獲利,把持資源 
  
有更多資源流動, 社會更新會更快",勞動部,,
2016-11-04 00:00:09,https://join.gov.tw/idea/detail/71350045-fddf-4f25-b089-b068403c3c3a,161,"國民年金不應該是強制納保，應修改為由全體國民自己來決定是否要不要加入國民年金保險 
 依照國民年金法第6條及第7條的規定，年滿25歲、未滿65歲，在國內設有戶籍，且未領取勞保老年給付、公教保養老給付及軍保退伍給付的國民，在沒有參加勞保、農保、公教保或軍保的期間，都應該要參加國民年金保險。 
 國民年金是強制性的社會保險，由勞保局每月比對戶政及相關社會保險資料後，主動將符合資格者納保，不符合資格者退保。也就是說，符合國民年金納(退)保資格的人，勞保局就必須依法強制納(退)保，恕無法依個人意願選擇自願加保或放棄加保。 
  
 
政府應該修法國民年金強制納保這種政策，修改成讓全體國民自己來決定是否要不要加入國民年金保險 
 國民年金辦了也好幾年了，有多少人有受惠到又有多少人被勞保局給『強制納保』害得負債累累的呢?，大多數會被加入國民年金的人大多數都是做臨時工的人，而這些人平時為了生活和吃飯負擔就很重了，卻又被政府給逼迫一定要繳交國民年金的龐大費用，不繳交政府就會每個月一直寄帳單給你，而且費用也會越累計越多，真的覺得政府對於收錢這方面有著極高的效率。 
  
  
而另外一種會被『強制加入』國民年金的人是長期或短期失業的人，對於這方面的人，在失去勞保的那一刻，國民年金勞保局就會幫你強制加入了，而且，就算你找到工作了，失業期間的國民年金費用你還是要繳交，不然政府還是會一直寄帳單給你，而且就算你繳清了，你以後還是只能領到勞保的福利而不能再領國民年金的福利，真的讓人覺得國民年金到底保障又或者讓誰受益了呢?",衛生福利部,勞動部,
2016-11-04 04:55:25,https://join.gov.tw/idea/detail/158cbe64-0b70-4d29-a0b6-4f240bdfb097,69,公務人員夜班參考民間制度與招聘時訂定招聘員額班別建議公務體系~有必需要長期維持夜間人力者~排班制度比照民間~設有固定值勤夜班員額~並於招聘時得釋出一定比例員額~為固定夜班制~在選填時則必須選擇為接受~或者不接受~並規定任職夜班人員~需任職滿相當時間~且同單位有日班缺額時~得優先遞補為日班公務體系之流動率甚大~其中原因不外乎於公務體系~刻板的排班與休假~如台鐵~甚至監所勤一休一~造成相當多不適應如此比民間輪班制度更惡劣的環境~而選擇離開~國家長時間一直招聘訓練~速度卻趕不上一些不適應的離職潮~與其如此~該考慮學習坊間制度~於招聘時訂定班別系統~讓大家的休息時間能夠有所固定~而不至於出現人才流失與基層抗議聲浪不斷,行政院人事行政總處,,
2016-11-04 17:10:40,https://join.gov.tw/idea/detail/9da360f7-675d-41ea-88a3-62acd81a1542,20,"無電梯老舊公寓補助老人及身障者裝設爬梯升降椅全台灣有幾十萬老人及身障者居住在沒有電梯的老舊公寓, 政府提出的長照2.0說是讓老人可以去日照中心, 去共餐等等, 他們連下樓都有困難如何去這些地方?  
政府有說要補助裝設電梯, 電梯動輒幾百萬, 對居住在公寓 1,2樓的人根本沒有用處, 他們也不會願意分擔費用.   這些老人有錢有能力的早就搬離老舊公寓去住有電梯的. 有誰關心這些弱勢老人或行動不便又不能爬樓梯的人? 
目前有輔具中心可租借爬梯機, 但操作不便, 有些是老人照顧老人的家庭, 或是女性照顧身障者的家庭, 他們不會也無力操作這些機器, 坐在上面也不是很安全平穩.  
我建議這些身障或老人住在老舊公寓的可以向里長或長照中心提出申請, 請政府補助或找合作廠商裝置爬梯升降椅, 讓他們有行的自由與權利. 讓身障者及老人家有機會走出家裡, 去外面活動, 增進身心健康, 減低醫療成本",衛生福利部,,
2016-11-04 19:24:38,https://join.gov.tw/idea/detail/97978f57-8528-4a12-b979-96f882162303,35,"學校需支付師培實習學生行政實習時的基本工資現行的師資培育法規定教育實習課程為半年的時間進行教學實習、導師 (級務) 實習、行政實習、研習活動全時教育實習課程。國立交通大學教育實習課程實施辦法第二十條中提到，行政實習於開學上課期間，每天以一小時或每週以不超過一日為原則。國立臺灣大學師資培育中心教育實習課程實施要點總則第五點提到，行政實習及研習活動以寒、暑假期間實施為原則；開學上課期間以教學實習及導師實習為主。然而在教育現場，多半的學校機構皆以行政實習為重，要求實習學生分擔學校工友需處理的行政事務，甚至六日需到校協助處理學校活動。在此建議，師資培育及藝術教育司應明確地規範實習學生每日可實施的行政實習時間，多出的時間須比照各級學校機構校內學生工讀的基本工資，才不至於將實習學生當成免費的勞力。 
 實習學生於實習期間，幾乎是沒有收入的。雖規章明確指出，實習學生於教育實習機構課後打工、兼差，應取得教育實習指導教師同意，實習指導教師應依教育實習實施規定及教育實習計畫審慎評估，但實習學生多半需利用課後的時間準備教育資格檢定考試，根本沒時間打工、兼差。對於家境清寒的實習學生來說，需克難的度過半年沒有收入的日子，實在相當辛苦。提案若能成功，將可改善實習學生的生活狀況。",教育部,,
2016-11-04 23:53:34,https://join.gov.tw/idea/detail/bb0c5339-38b6-47d3-96dc-4c27cfa4bc4f,7,"台66線，全線全部高架化。台66線，從國道3號到台61線，全線全部高架化。 
哪有一條快速道路是一段走高架，一段又走回平面，很怪。 
故建議全部高架化。用路人可以更安全駕駛。",交通部,,
2016-11-05 00:50:26,https://join.gov.tw/idea/detail/7e776137-e113-4ca3-8e76-f92cd2c65c7f,2517,"建立身心障礙勞工提早退休機制內容：鑑於身心障礙者老化年齡較早，容易因為身心功能的退化，必需提早退出職場，且其平均餘命也較一般人短，退休後的生活難以獲得勞工保險老年給付之保障。懇請落實身心障礙者權益保障法第四十七條，建立身心障礙者提早退休機制之立法精神，退休年齡提早至五十五歲，以保障其退出職場後之生活品質。 
說明： 
一、按前行政院衛生署委託辦理之「身心障礙者提前老化及平均餘命基礎研究」報告指出，身心障礙者老化年齡較一般人提早。對照103年勞動部「身心障礙者勞動狀況調查報告」顯示，身心障礙者失業的主要原因中，「個人健康因素」與「體力無法勝任」分別佔14.7%、8.5%；有工作者，不滿意目前工作的主要原因中，「體力無法勝任」也佔9.6%。另根據勞動部報告指出，身心障礙者平均退休的年齡也較全體提早7.9歲。上開說明在在顯示身心障礙者提早老化問題嚴重，造成退休身心障礙勞工經濟安全的漏洞；現行法要求其與一般勞工適用同樣的退休年齡，更會對其造成極大的身體負擔。為此，《身心障礙者權益保障法》第47條特別明定：為因應身心障礙者提前老化，中央勞工主管機關應建立身心障礙勞工提早退休之機制，以保障其退出職場後之生活品質。 
二、其次，勞工保險法另有失能給付制度，但並不足以作為身心障礙者提早退休之機制。首先，失能給付是以「經評估為終身無工作能力者」為要件，與身心障礙者因身體功能退化無法負荷或勝任原有工作而需要提早退休無關，因為後者尚未達到終身無工作能力之狀態。失能給付僅限於「投保期間發生的事故」始得請領，對於身障者因逐漸衰老體力不堪負荷被迫離開職場者，並無法全部涵蓋。 
三、根據「勞工保險普通事故保險費率精算及財務評估」資料顯示，若身心障礙者年資滿15年及年滿55歲得請領全額年金，其給付增加金額僅佔少數，對於勞保整體財務影響有限，卻能保障身障者晚年生活的經濟安全，殊有其必要。 
四、爰此，提案修正勞工保險條例第五十八條條文規定，新增身心障礙者年滿五十五歲有保險年資符合規定者，即得請領老年給付。 
 根據「勞工保險普通事故保險費率精算及財務評估」資料顯示，若身心障礙者年資滿15年及年滿55歲得請領全額年金，其給付增加金額僅佔少數，對於勞保整體財務影響有限，卻能保障身障者晚年生活的經濟安全，殊有其必要。",勞動部,,
